Title,Year
"Coping strategies of women survivors of domestic violence residing with an abusive partner after registered complaint with the family counseling center at Alwar, India",2020
E-health and wellbeing monitoring using smart healthcare devices: An empirical investigation,2020
Country and Sex Differences in Decision Making Under Uncertainty and Risk,2020
"Enhancing Executive Control: Attention to Balance, Breath, and the Speed Versus Accuracy Tradeoff",2020
Suffering in silence: Stories of Indian women with chronic mental illness and sexual coercion,2020
Neurocognitive profile in Indian individuals genetically at risk of schizophrenia,2020
Clinical hypnotherapy in grief resolution-A case report,2020
Tapentadol abuse and dependence in India,2020
"Red Emitting Hydroxybenzazole (HBX) Based Azo Dyes: Linear and Non Linear Optical Properties, Optical Limiting, Z Scan Analysis with DFT Assessments",2020
The Breast Size Satisfaction Survey (BSSS): Breast size dissatisfaction and its antecedents and outcomes in women from 40 nations,2020
Designing information feedback for bidders in multi-item multi-unit combinatorial auctions,2020
"“Forecasting and analysing the characteristics of 3G and 4G mobile broadband diffusion in India: A comparative evaluation of Bass, Norton-Bass, Gompertz, and logistic growth models”",2020
Assessment of caregiver needs in parents of children suffering from neurodevelopmental disorders in an Indian population,2020
Positive Youth Development Program for Mental Health Promotion in College Campuses: Stakeholder Perspectives,2020
The relationship between existential well-being and mood-related psychiatric burden in Indian young adults with attachment deficits: A cross-cultural validation study,2020
The mediating role of organizational commitment between organizational justice and organizational citizenship behavior: Power distance as moderator,2020
"Gayathri mantra and social skills training for social anxiety, stress, self concept, and well being among school students with learning difficulties",2020
Can RCTs capture it all?—Need for qualitative studies on parent-mediated interventions for children with Autism Spectrum Disorder,2020
Pre-school attention deficit hyperactivity disorder: 12 weeks prospective study,2020
"I (do not) consume; therefore, I am: Investigating materialism and voluntary simplicity through a moderated mediation model",2020
"Stress as the Missing Link Between Mindfulness, Sleep Quality, and Well-being: a Cross-sectional Study",2020
Featured counter-trafficking program: Kolkata Sanved's model Sampoornata,2020
Featured Counter-Trafficking Program: ARPAN,2020
Free-Ranging Dogs Are Capable of Utilizing Complex Human Pointing Cues,2020
Testing activity reduces conflict associated strain (ARCAS) model: A test of moderated mediation model of relationship conflict and employee well-being,2020
Hand preference and intolerance of uncertainty: Atypical cerebral lateralization advantages lower intolerance of uncertainty,2020
Integrating Nurtured Heart Approach with Self-Determination Theory: A Proposed Intervention Model for Managing Disruptive Behaviors of Children,2020
The circumcevian-inversion perspector of two triangles,2020
Development of “My Experiences Scale” for Children and Adolescents in India,2020
Hindi Adaptation and Psychometric Validation of the Affiliate Stigma Scale,2020
Research on artificial intelligence learning system based on psychological knowledge to adjust anxiety and depression,2020
Emotion Regulation and Psychological Well-being as Contributors Towards Mindfulness Among Under-Graduate Students,2020
The Struggles of Self: Analysing the Music of Linkin Park and Sleeping At Last,2020
Anti-convulsant action and attenuation of oxidative stress by Citrus limon peel extracts in PTZ and MES induced convulsion in albino rats,2020
Relations of religious beliefs with distress and well-being among Hindu college students,2020
Dissociation As A Multidimensional Transdiagnostic Symptom,2020
Queer Camera: Christopher Isherwood’s Goodbye to Berlin and Prater Violet,2020
Lay Meanings and Associated Experiences of Nonattachment (Anasakti): A Study From India,2020
Triguna (three qualities) personality model and two-factor conceptualization of self-compassion: A new insight to understand achievement goal orientations,2020
The trend of association between autism traits in mothers and severity of autism symptomatology in children,2020
Do mindsets help in controlling eye gaze? A study to explore the effect of abstract and concrete mindsets on eye movements control,2020
"Adoption, completion and continuance of MOOCs: a longitudinal study of students’ behavioural intentions",2020
Psychology of the gender-equitable environment: Research of problems,2020
Oral submucous fibrosis and its impact on psychological stress: a case-control study,2020
"Identifying Factors Influencing Perceived Quality of Life (QoL) of Indian Elderly: Case Study of Kolkata, India",2020
Insomnia symptoms and their association with anxiety and poor sleep hygiene practices among ethiopian university students,2020
PETTLEP imagery and tennis service performance: an applied investigation,2020
Gratitude in collectivist and individualist cultures,2020
Twitter data clustering on issues of children with special needs using hybrid topic models with multi-viewpoints similarity metric,2020
The relationship between self-forgiveness and human flourishing: Inferring the underlying psychological mechanisms,2020
Determinants of aphasia recovery: exploratory decision tree analysis,2020
Cross-cultural and gender measurement invariance of the intrapersonal and interpersonal emotional competence questionnaire,2020
"P301 L, an FTDP-17 Mutant, Exhibits Enhanced Glycation in vitro",2020
Does corporate social responsibility (CSR) reinforce brand equity? Evidence from truely essential,2020
An investigation on lean practices and sustainable development,2020
"Assessing metacognitive beliefs in test anxiety: Psychometric properties of the metacognitions questionnaire, 30 (MCQ-30) among university students",2020
Freudian Frontiers of Psychoanalytic Theory and Therapy: A Case of Improvement of Scientific Knowledge?,2020
Analysis of an Unusual Case of Nonfluent Aphasia with Predominantly Posterior Perisylvian Lesion: An Apparent Paradox,2020
Electronegativity in substituted-4(H)-quinazolinones causes anxiolysis without a sedative-hypnotic adverse reaction in female wistar rats,2020
Farmers’ awareness level towards solar energy products,2020
"Agricultural change and development in Wolaitta-Ethiopia, from 1960 –1970s",2020
A survey on e-commerce support using chatbot,2020
Impact of social media addiction on employees' wellbeing and work productivity,2020
Being a therapeutic clown- an exploration of their lived experiences and well-being,2020
Voices from the Past. Rearranging Values in Times of Crisis: The Example of North Indian Vaishnava Hagiographies,2020
ICT Exposure and the Level of Wellbeing and Progress: A Cross Country Analysis,2020
"Web analytics for knowledge creation: A systematic review of tools, techniques, and practices",2020
The effect of intimate partner violence on women’s mental distress: a prospective cohort study of 3010 rural Indian women,2020
Changes in the Electroencephalographic Activity in Response to Odors Produced by Organic Compounds,2020
Self-reported medication adherence and its correlates in a lithium-maintained cohort with bipolar disorder at a tertiary care centre in India,2019
Elucidation of relationship between clothing silhouette and motifs with Indian Mughal architecture,2019
Feature selection using Ant Colony Optimization (ACO) and Road Sign Detection and Recognition (RSDR) system,2019
Human action recognition from RGB-D data using complete local binary pattern,2019
Interest rates forecasting and stress testing in India: a PCA-ARIMA approach,2019
Some studies on 100% banana parallel laid and 60:40% banana: polypropylene cross laid non-woven fabrics,2019
For Whom Does Determinism Undermine Moral Responsibility? Surveying the Conditions for Free Will Across Cultures,2019
Distributive Justice Beliefs are Guided by Whether People Think the Ultimate Goal of Society is Well-Being or Power,2019
Consumer resilience and subservience in technology consumption by the poor,2019
Synthesis of Novel Blue and Green Light Emitting 4-Nitrophenol Luminophors for Optoelectronics,2019
Use of filter paper to measure alcohol biomarkers among opioid-dependent patients on agonist maintenance treatment: A community-based study,2019
Acute Chemogenetic Activation of CamKIIα-Positive Forebrain Excitatory Neurons Regulates Anxiety-Like Behaviour in Mice,2019
Victims without a Voice: Measuring Worst Forms of Child Labor in the Indian State of Bihar,2019
Cognitive training for neurocognitive and functional impairments in obsessive compulsive disorder: A case report,2019
"Factor structure validation, psychometric evaluation and measurement invariance testing of the Brief Sensation Seeking Scale-Chinese (BSSS-C) in Indian adolescents",2019
Opportunity gone in a flash: Measurement of e-commerce service failure and justice with recovery as a source of e-loyalty,2019
Language Learnability Analysis of Hindi: A Comparison with Ideal and Constrained Learning Approaches,2019
Putting workplace spirituality in context: Examining its role in enhancing career satisfaction and reducing turnover intentions with perceived organizational support as an antecedent,2019
Living Through an Early Pregnancy Loss: an Autoethnographic Account,2019
"Love of life, happiness, and religiosity in Indian college students",2019
Effect of activity-based mirror therapy on lower limb motor-recovery and gait in stroke: A randomised controlled trial,2019
"Perspectives about Illness, Attitudes, and Caregiving Experiences among Siblings of Persons with Schizophrenia: A Qualitative Analysis",2019
Career Outcomes Data From Social Media: Examining Quality in Current Practices,2019
Towards a Theory of Schooling for Good Life in Postcolonial Societies,2019
"Gendered Boundaries, Cultured Lives: The Underexplored Dimensions of Duty (Kartavya) in the Indian Family Context",2019
"Effectiveness of video assisted teaching on knowledge, attitude and practice among primary caregivers of children with Autism Spectrum Disorder",2019
"Multidimensional Poverty Assessment among Adolescent Children in the Mouhoun Region of Burkina Faso, West Africa",2019
"Effect of Islamic psycho-spiritual therapy in managing craving, withdrawal symptoms, and mental health problems among cannabis users",2019
Attitude and perceptions of patients towards long acting depot injections (LAIs),2019
Borderline personality disorder and its association with bipolar spectrum and binge eating disorder in college students from South India,2019
Trustworthy media news content retrieval from web using truth content discovery algorithm,2019
Effect of MMP-2 gene silencing on radiation-induced DNA damage in human normal dermal fibroblasts and breast cancer cells,2019
Exploring the moderating effect of susceptibility to emotional contagion in the crossover of work–family conflict in supervisor–subordinate dyads in India,2019
Follower emotional intelligence: A mediator between transformational leadership and follower outcomes,2019
Impact of shift work on sleep and quality of life in industrial workers: A cross sectional study,2019
Synthesis of Highly Fluorescent D-A Based p-Terphenyl Luminophors and their Thin Films for Optoelectronic Applications,2019
Backing the backbones—A feasibility study on the effectiveness of dance movement psychotherapy on parenting stress in caregivers of children with Autism Spectrum Disorder,2019
Examining the Clinical Efficacy of Core Transformation: A Randomized Clinical Trial,2019
Understanding mode choice decisions for shopping mall trips in metro cities of developing countries,2019
Dynamic supplier selection and lot-sizing problem considering carbon emissions in a big data environment,2019
Creating and testing specialized dictionaries for text analysis,2019
Contours of positive mental health: An exploratory Delphi study from India,2019
Eastern and Western Children’s Voices on their Well-Being,2019
"Depression Among Alcohol Consuming, HIV Positive Men on ART Treatment in India",2019
Multidimensionality in Organizational Justice-Trust Relationship for Newcomer Employees: a Moderated-Mediation Model,2019
Parental experiences with an adolescent female and male with Autism Spectrum Disorder (ASD) in India,2019
Development and Validation of a Scale to Measure Anomie of Students,2019
Employee silence and burnout in India: the mediating role of emotional intelligence,2019
"Qualitative Study on the Impact of Child Sexual Abuse: Perspectives of Children, Caregivers, and Professionals in Indian Context",2019
"Chlorine (Cl) - Substituted Carbazole Based A-π-D-π-a Push-Pull Chromophores as Aggregation Enhanced Emission (AEE) Active Viscosity Sensors: Synthesis, DFT and NLO Approach",2019
Reconceptualizing Representation: Interconnections of Experience and Space in the Production of Knowledge,2019
Sex differences and similarities in negative creativity,2019
Chloroethylating anticancer drug-induced mutagenesis and its repair in Escherichia coli,2019
Are non-injecting opioid users at risk of transition to injecting drug use? A multi-site study from India,2019
Vocational challenges in severe mental illness: A qualitative study in persons with professional degrees,2019
Phenotypic variability and disparities in treatment and outcomes of childhood arthritis throughout the world: an observational cohort study,2019
Understanding Emotions in Text Using Deep Learning and Big Data,2019
"Aggregation Enhanced Excimer Emission Supported, Monomeric Fluorescence Quenching of Dendritic Hyperbranched Polyglycerol Coupled 1-Pyrene Butyric Acid Lumophore as a Sensing Probe for Fe 2 O 3 Nanoparticles",2019
Toxic leadership: emotional distress and coping strategy,2019
Harms from a partner’s drinking: an international study on adverse effects and reduced quality of life for women,2019
Do All Positive Psychology Exercises Work for Everyone? Replication of Seligman et al.’s (2005) Interventions among Adolescents,2019
Does Emotional Social Competence Foster Team Climate?,2019
"Subjectifying Construction: Situating Desire, Pleasure and Power in Heterosexual Relationships",2019
"Perceived stigma regarding mental illnesses among rural adults in Vellore, Tamil Nadu, South India",2019
Meditation for treating adults with bipolar disorder II: A multi-city study,2019
A noise correction-based approach to support a recommender system in a highly sparse rating environment,2019
"Loss is a loss, why categorize it? Mental accounting across cultures",2019
Caring and thriving: An international qualitative study of caregivers of orphaned and vulnerable children and strategies to sustain positive mental health,2019
User innovation evaluation: Empirical evidence from an online game community,2019
"Selective Sensing of Iron by Pyrrolo[2,3-c]Quinolines",2019
Socio-culturally induced distress among migrant labourers in India: a qualitative inquiry,2019
Families left behind at the source of migration: implications for career guidance practitioners,2019
The Responses of Health Systems to Marital Sexual Violence–A Perspective from Southern India,2019
Bilingualism and the severity of poststroke aphasia,2019
Quality of life in Indian women with fertility problems as assessed by the FertiQoL questionnaire: a single center cross sectional study,2019
"A study to assess the relationship among sleep, physical health, psychological health, and quality of life among undergraduate students",2019
Analysis of digital marketing sector,2019
A study of customer satisfaction towards hotel industry in Kashmir Valley,2019
Role of health professionals in the application of health information technology,2019
Automatic irrigation system based on sensor and PH detection of soil using image processing,2019
TCU based fast testing platform for automated manual transmission,2019
Review on knowledge management,2019
Strategic management overview: A key to success in the corporate sector,2019
Microbial inoculation technology of legume seed for crop improvement,2019
Social entrepreneurship in india: Review,2019
Social media's energetic voices? Finnish facebook and biogas strategic management niche discussion and heat pumps,2019
Gene editing in plants,2019
Overview on challenges faced by SME’s,2019
Trapa bispinosa: Review on nutritive & medicinal aspects,2019
Information ecology in the context of general ecology: A review,2019
Effects of agrochemicals on human health,2019
Marital rape in the Indian legal scenario,2019
Linguistic strategies in hotel management for effective response on negative comments,2019
Mass customization,2019
Effect of fertilizers and pesticides application on soil microbiota,2019
Altering colors of transgenic flowers by RNAi-mediated method,2019
Housekeeping practices and challenges,2019
Production & management of crop residues,2019
Weed management in organic farming,2019
Significance of classroom management,2019
Review on implementing smart water grid for smart cities in India,2019
Strategies for hotel management and operations,2019
Conducive yoga education and psychosocial wellbeing,2019
Factors behind dissuasion to green products among young consumers: A qualitative study,2019
Online consumption of video streaming portals by Indian Youth,2019
Alienation among the aged in relation to their gender and living status,2019
Smartphone addiction in students: A qualitative examination of the components model of addiction using face-to-face interviews,2019
Problem-solving therapy for older adults at risk for depression: A qualitative analysis of the depression in later life trial,2019
Cross-cultural pilot study on the relationship between study addiction and narcissism among undergraduate students in Poland and India,2019
Cognitive reasoning processes and identity achievement: Mediating role of identity processing styles,2019
Psychosis with lacosamide: A case report,2019
Virality in the environment of political cartoons: When history intersects representation,2019
Students' mastering of structural analysis of substance as a method to form future specialists' scientific thinking Part I [ОСВОЕНИЕ СТУДЕНТАМИ МЕТОДА АНАЛИЗА СТРУКТУРЫ ВЕЩЕСТВА КАК СПОСОБ ФОРМИРОВАНИЯ НАУЧНОГО МЫШЛЕНИЯ БУДУЩИХ СПЕЦИАЛИСТОВ Часть I],2019
Situational determinants of hand-proximity effects,2019
Understanding meditation based on the subjective experience and traditional goal: Implications for current meditation research,2019
Two birds with one stone: How depression and distress in diabetes respond to antidepressants,2019
"Enhancing women's well-being: The role of psychological capital and perceived gender equity, with social support as a moderator and commitment as a mediator",2019
Survey on om meditation: Its effects on the human body and om meditation as a tool for stress management,2019
Mental health intervention at the workplace: A psychosocial care model,2019
Bacopa monnieri supplements offset paraquat-induced behavioral phenotype and brain oxidative pathways in mice,2019
Female sex workers' use of mobile phones in India: Lessons in effective engagement,2019
The structure and predictors of subjective well-being among millennials in India,2019
Perceived stress and barriers to seeking help from mental health professionals among trainee doctors at a tertiary care centre in North India,2019
"Effectiveness of mindfulness based cognitive behavior therapy on life satisfaction, and life orientation of adolescents with depression and suicidal ideation",2019
Nothing ‘Mere’ to It: Reclaiming Subjective Accounts of Normativity of Law,2019
An exploration of the psychometric properties of the SATAQ-4 among adolescent boys in Japan,2019
Prevalence and clinical correlations of obsessive-compulsive symptoms in schizophrenia,2019
Mental health and environmental factors associated with falls in the elderly in North India: A naturalistic community study,2019
An association study of dopaminergic (DRD2) and serotoninergic (5-HT2) gene polymorphism and schizophrenia in a North Indian population,2019
Outcomes of Community-Based Suicide Prevention Approaches That Involve Reducing Access to Pesticides: A Systematic Literature Review,2019
"Empathy: Concepts, theories and neuroscientific basis [Empatija: Koncepti, teorije i neuroznanost]",2018
Parental Involvement in School Counseling Services: Challenges and Experience of Counselor,2018
Exploring Well-Being among Mental Health Professionals in India,2018
Marriage Counsellors’ Reflections on the Counselling Process in Family Courts in India,2018
The Role of HIV Stigma in ART Adherence and Quality of Life Among Rural Women Living with HIV in India,2018
A medical records managing and securing blockchain based system supported by a Genetic Algorithm and Discrete Wavelet Transform,2018
Identity leadership going global: Validation of the Identity Leadership Inventory across 20 countries,2018
"What is in It for Them? Understanding the Impact of a ‘Support, Appreciate, Listen Team’ (SALT)-Based Suicide Prevention Peer Education Program on Peer Educators",2018
Spirituality and religiosity at the junction of consumerism: Exploring consumer preference for spiritual brands,2018
Training school teachers to promote mental and social well-being in Low and Middle Income Countries: Lessons to facilitate scale-up from a participatory action research trial of youth first in India,2018
CD34 and CD117 stemness of lineage-negative cells reverses memory loss induced by amyloid beta in mouse model,2018
Depression with chronic inflammatory demyelinating polyneuropathy,2018
Is menstrual psychosis a forgotten entity?,2018
"Study of domestic violence among currently married females of Haryana, India",2018
Intimate partner violence and psychiatric comorbidity in infertile women - A cross-sectional hospital based study,2018
Rehearsed Language of Psychoanalysis,2018
Self-reported harm of adolescent peer aggression in three world regions,2018
Does stigma always have negative consequences?,2018
Postnatal exposure to poly (I:C) impairs learning and memory through changes in synaptic plasticity gene expression in developing rat brain,2018
Topographical assessment of neurocortical connectivity by using directed transfer function and partial directed coherence during meditation,2018
Does It Matter How We Assess Standard of Living? Evidence from Indian Slums Comparing Monetary and Multidimensional Approaches,2018
Development and Poverty Assessment Using an Alternate Non-compensatory Composite Index of Rajasthan State in India,2018
Adoption of Internet of Things in India: A test of competing models using a structured equation modeling approach,2018
"Unmet need among married women: examining socio-religious influences on family planning use in Rwanda, 2005-2015",2018
"Efficacy of the combination of cognitive training and acoustic stimulation in eliciting lucid dreams during undisturbed sleep: A pilot study using polysomnography, dream reports and questionnaires",2018
A Novel Honey-Bees Mating Optimization Approach with Higher order Neural Network for Classification,2018
CIT: Integrated cognitive computing and cognitive agent technologies based cognitive architecture for human-like functionality in artificial systems,2018
Big data in psychology: A framework for research advancement,2018
Standardised assessment of functioning in ADHD: consensus on the ICF Core Sets for ADHD,2018
Catching up with wonderful women: The women-are-wonderful effect is smaller in more gender egalitarian societies,2018
Mice with partial deletion of Y-heterochromatin exhibits stress vulnerability,2018
Brief Cognitive Therapy Plus Treatment as Usual for Social Anxiety Disorder: a Randomized Trial of Adults in India,2018
"Personality, Culture and Career Assessment: The Need for an Indigenous Tool in India",2018
Lives without roots: Institutionalized homeless women with chronic mental illness,2018
Clinical utility of add-on transcranial direct current stimulation for binge eating disorder with obesity in schizophrenia,2018
Perception of families of children with specific learning disorder: An exploratory study,2018
A study of magnitude and psychological correlates of smartphone use in medical students: A pilot study with a novel telemetric approach,2018
Are Quantitative Skills Critical for Business Education Program or an Entry-Barrier for Diversity?,2018
"Understanding the Effects of Unemployment in Indian Graduates: Psychological, Financial and Social Perspectives",2018
Does the relation between the control of attention and second language proficiency generalize from India to Canada?,2018
"Health-promoting Lifestyle, Illness Control Beliefs and Well-being of the Obese Diabetic Women",2018
Mobile shopping apps adoption and perceived risks: A cross-country perspective utilizing the Unified Theory of Acceptance and Use of Technology,2018
"Situating the drivers of violence: Building a global movement through national engagement, evidence and action",2018
Multi-target way of cursor movement in brain computer interface using unsupervised learning,2018
Standardizing evaluation process: Necessary for achieving SDGs – A case study of India,2018
"Assessment of nutritional status, psychological depression, and functional ability of elderly population in South India",2018
Life values and subjective well-being among Indian university students: Scrutinizing the omnipresent North-South divide,2018
Engage to change? Development and field trial of a youth engagement program,2018
Cancer specific interpersonal relationship scale (Cansirs): Construction and preliminary validation,2018
Screening for mental health disorders among pregnant women availing antenatal care at a government maternity hospital in Bengaluru City,2018
A rare presentation of psychotic depression with suicidality in a case of papillon-lefèvre syndrome,2018
Quality of life and explanatory models of illness in patients with schizophrenia,2018
Quick Microwave Assisted Synthesis and In Vitro Imaging Application of Oxygen Doped Fluorescent Carbon Dots,2018
Level of alpha amylase activity in human saliva as a non-invasive biochemical marker of sleep deprivation,2018
"Enhanced Exciplex Emission of Pyrene Thin Films Doped by Perylene: Structural, Photophysical and Morphological Investigation",2018
Business intelligence for performance measurement: A case based analysis,2018
Are Decisions Made by Group Representatives More Risk Averse? The Effect of Sense of Responsibility,2018
Measuring Inequality of Opportunity for the Backward Communities: Regional Evidence from the Indian Labour Market,2018
Multidimensional Poverty in Mountainous Regions: Shan and Chin in Myanmar,2018
Egr-1: A candidate transcription factor involved in molecular processes underlying time-memory,2018
Poor emotional responsiveness in clinical hypertension: Reduced accuracy in the labelling and matching of emotional faces amongst individuals with hypertension and prehypertension,2018
"Health Locus of Control, Psychosocial/Spiritual Well-Being and Death Anxiety among Advanced-Stage Cancer Patients",2018
Arnold-Chiari malformation and agenesis of the corpus callosum in a case of brief psychotic disorder,2018
"Twilight of voice, dawn of data: The future of telecommunications in India",2018
Fiscal and monetary interface in India,2018
A qualitative study on psychopathology of dhat syndrome in men: Implications for classification of disorders,2018
Lower P300 amplitudes for internally-generated events in patients with schizophrenia,2018
"Serum uric acid levels in first episode mania, effect on clinical presentation and treatment response: Data from a case control study",2018
Procalcitonin and C - reactive protein as peripheral inflammatory markers in antipsychotic drug-free schizophrenia patients,2018
The mental health continuum-short form: The structure and application for cross-cultural studies–A 38 nation study,2018
Restless legs syndrome associated with quetiapine in elderly patient,2018
Accuracy in parameter estimation for a general class of effect sizes: A sequential approach,2018
"The culture of yoga retreats, active followers and peripheral associates of new religious movements: wellness enterprises promoting well-being",2018
Early childhood diplomacy: Policy planning for early childhood development,2018
APPROACHES TO THE EVALUATION OF CULTURAL ADAPTATIONS OF HOME VISITING IN TRIBAL COMMUNITIES,2018
A cross-sectional study on the proportion of anxiety and depression and determinants of quality of life in polycystic ovarian disease,2018
Incubus syndrome: A case series and review of literature,2018
Stress and quality of life in cancer patients: Medical and psychological intervention,2018
"Religion, spirituality, globalization reflected in life beliefs among Urban Asian Indian Youth",2018
"“The Heart Desires but the Body Refuses”: Sexual Scripts, Older Men’s Perceptions of Sexuality, and Implications for Their Mental and Sexual Health",2018
Environmental strategies of affect regulation and their associations with subjective well-being,2018
Workplace bullying and employee well-being: A moderated mediation model of resilience and perceived victimization,2018
Analysis of trends in gross domestic and household savings and its components in India,2018
Differences in praxis performance and receptive language during fingerspelling between deaf children with and without autism spectrum disorder,2018
Electronic journal clubs for capacity building: A case study in psychiatry as a model for medical disciplines in developing countries,2018
"Experience in a climate microworld: Influence of surface and structure learning, problem difficulty, and decision aids in reducing stock-flow misconceptions",2018
Development and pilot testing of an internet-based self-help intervention for depression for Indian users,2018
Does family life cycle stage influence e-shopping acceptance by Indian women? An examination using the technology acceptance model,2018
The impact of a private-public partnership delivery system on the HIV continuum of care in a South Indian city,2018
Psychophysiological and oculomotoric changes during emotion elicitation,2018
"Machiavellianism, Influential Tactics and Well-being Among Indian College Students",2018
Lurasidone induced thrombocytopenia: Is it a signal of drug induced myelosuppression?,2018
First-year medical students’ attitudes towards sexuality,2018
Implications of comorbid ADHD in ASD interventions and outcome: Results from a naturalistic follow up study from south India,2018
"Relationship Between Motivation to Lead, Mental Health Status, and Job Satisfaction of Male and Female Civil Police Constables",2018
Improving the global identification of bipolar spectrum disorders: Meta-analysis of the diagnostic accuracy of checklists,2018
"Learning About Parenting Together: A Programme to Support Parents with Inter-generational Concerns in Pune, India",2018
Formation and psychometric evaluation of a health-related quality of life instrument for children living with HIV in India,2018
Impact of Student Engagement on Affective Learning: Evidence from a Large Indian University,2018
Mindfulness as an Ethical Ideal in the Bhagavadgītā,2018
Female condom acceptability in urban India: Examining the role of sexual pleasure,2018
Internet addiction at workplace and it implication for workers life style: Exploration from Southern India,2018
Smokeless tobacco (SLT) use and cessation in India: Lessons from user and health care provider perspectives,2018
A study to compare the differences between genders in psychiatric comorbidities in individuals with psychoses,2018
Female student athletes’ perceptions of acceptability and the occurrence of sexual-related behaviour by their coaches in India,2018
Initial Clinical Guidelines for Co-Occurring Autism Spectrum Disorder and Gender Dysphoria or Incongruence in Adolescents,2018
Reasons for pursuing psychiatry as a career: A qualitative study of future psychiatrists from India,2018
Internet addictive behaviors and subjective well-being among 1st-year medical students,2018
Self-regulated learning strategies of active procrastinating pre-university students,2018
Comparison of total self-stigma between schizophrenia and alcohol dependence patients,2018
Measurement of work engagement with single-item measure,2018
Association of depression and chronic lower-back pain,2018
Well-being and self-transformation in Indian psychology,2018
Women’s irrational beliefs about traditional feminine sex role stereotypes with the multi-cultural version of the o' kelly women beliefs scale,2018
Predicting consumers' acceptance of online shopping on the internet: An empirical study,2018
School dropout and associated factors among omani children with attention-deficit hyperactivity disorder: A cross-sectional study,2018
Development and validation of a web-delivered positive psychological intervention in an Indian Milieu: Lessons from a limited pilot randomized controlled trial,2018
Emotional Intelligence in sports: Toward a new program for intervention,2018
Effect of life skills training program on psychological well-being of rural adolescents,2018
"Residential crowding, perceived control and subjective well-being among students staying in hostel dormitory",2018
"Validation of Hindi translated scales on grit, resilience and well-being",2018
Development of a multi-dimensional scale to measure trauma associated with child sexual abuse (MSCSA) and its ramifying impacts on children: A pilot study,2018
"Relationships between job characteristics, work engagement, conscientiousness and managers’ turnover intentions: A moderated-mediation analysis",2018
Workplace bullying and employee silence: A moderated mediation model of psychological contract violation and workplace friendship,2018
Can plasticity transform functions in neurodegeneration in children as well as adults? an observational study,2018
Radioprotective efficacy of lutein in ameliorating electron beam radiation-induced oxidative injury in swiss albino mice,2018
Thiophene Appended Dual Fluorescent Sensor for Detection of Hg2+ and Cysteamine,2018
Do Celebrities Have It All? Context Collapse and the Networked Publics,2018
The Campbell Collaboration: Providing Better Evidence for a Better World,2018
"For Indian online shoppers, have saying and doing parted ways?",2018
India's integrated child development services scheme: challenges for scaling up,2018
Integrating perceived economic wellbeing to technology acceptance model: The case of mobile based agricultural extension service,2018
"Studies on Structural, Optical, Thermal and Electrical Properties of Perylene-Doped p-terphenyl Luminophors",2018
"Group Couples' Intervention to Improve Sexual Health Among Married Women in a Low-Income Community in Mumbai, India",2018
Clinical study of illness anxiety disorder in medical outpatients,2017
"Intimate Partner Violence, Childhood Abuse, and In-Law Abuse Among Women Utilizing Community Health Services in Gujarat, India",2017
Development of sustainability reporting index (SRI) with special reference to companies in India,2017
Impact of managerial ability and firm-specific variables on insider's abnormal returns,2017
Assessment of durable press performance of cotton finished with modified DMDHEU and citric acid,2017
Cannabis induced psychosis and subsequent psychiatric disorders,2017
Exploring Multidimensional Well-Being in Switzerland: Comparing Three Synthesizing Approaches,2017
Evaluation of the effect of Spiritual care on patients with generalized anxiety and depression: a randomized controlled study,2017
Using narratives in creativity research: Handling the subjective nature of creative process,2017
Caregiver burden in medical versus psychiatric patients: A cross-sectional comparative study,2017
Functional impairment and quality of life in patients with obsessive compulsive disorder,2017
Prevalence and factors associated with depression among clinically stable people living with HIV/AIDS on antiretroviral therapy,2017
"First 2 years of experience of 'residential care' at 'sakalawara rehabilitation services,' National institute of mental health and neurosciences, Bengaluru, India",2017
Anxiety and depression in irritable bowel syndrome,2017
A game theoretic analysis of multichannel retail in the context of “showrooming”,2017
"Spectral, Electrochemical and Computational Investigations of Binding of n-(4-Hydroxyphenyl)-imidazole with p-Sulfonatocalix[4]arene",2017
"Fluorescence Behavior of Schiff Base-N, N′-bis(salicylidene) Trans 1, 2-Diaminocyclohexane in Proteinous and Micellar Environments",2017
Investigation of NLO Properties of Fluorescent BORICO Dyes: a Comprehensive Experimental and Theoretical Approach,2017
Study of Photophysical Properties on Newly Synthesized Coumarin Derivatives,2017
Application of Multivariate Curve Resolution–Alternate Least Square Technique on Extracting Pure Spectral Components from Multiple Emitting Systems: a Case Study,2017
Psychological biases of individual investors and financial satisfaction,2017
The questionnaire for Eudaimonic well-being (QEWB): Psychometric properties in a non-western adolescent sample,2017
Structural equation model (SEM)-neural network (NN) model for predicting quality determinants of e-learning management systems,2017
Patents as proxy for measuring innovations: A case of changing patent filing behavior in Indian public funded research organizations,2017
"Silymarin ameliorates experimentally induced depressive like behavior in rats: Involvement of hippocampal BDNF signaling, inflammatory cytokines and oxidative stress response",2017
Involuntary admission and treatment experiences of persons with schizophrenia: Implication for the Mental Health Care Bill 2016,2017
Elevated serum adenosine deaminase levels in neuroleptic-naïve patients with recent-onset schizophrenia,2017
An international qualitative study of ability and disability in ADHD using the WHO-ICF framework,2017
Reactions to psychiatry referral in patients presenting with physical complaints to medical and surgical outpatient services,2017
The menacing side of valproate: A case series of valproate-induced hyperammonemia,2017
Effects of Non-conformity on Perceived Status and Competence: Examining the Moderating Role of Physical Attractiveness,2017
The development and initial validation of the countertransference management scale,2017
